smi,adduct,ccs
CC(C)N(Cc1nnc(-c2ccccc2)o1)C(=O)c1cc(C2CC2)nn1-c1ccccc1,[M+Na]+,218.75
CC1CC(=O)Nc2ccccc2N1C(=O)CN(C)c1ccc(C(F)(F)F)cn1,[M-H]-,186.44
CN(CCCC(=O)NC1CCCC1)S(=O)(=O)c1cccs1,[M+H]+,177.4
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O,[M-H]-,251.9
CN(C)S(=O)(=O)c1cccc(N=c2scc(-c3ccco3)n2Cc2ccc3c(c2)OCO3)c1,[M-H]-,214.7
CC(C(=O)Nc1ccc(F)c(F)c1)N1CCN(Cc2ccco2)CC1,[M-H]-,198.75
c1ccc(-c2nnc(SCC3CCCCO3)o2)cc1,[M+H]+,163.18
CC(OC(=O)c1ccccc1C(=O)c1ccc(Cl)cc1)c1nc2ccccc2c(=O)[nH]1,[M-H]-,197.77
CCCCn1c(=O)[nH]c(=O)c2c1nc(COC(=O)C13CC4CC(CC(NC(C)=O)(C4)C1)C3)n2C,[M-H]-,229.95
CNS(=O)(=O)c1ccc(F)c(F)c1,[M-H]-,133.01
Cc1nnc(SCC(=O)NCCC2=CCCCC2)s1,[M-H]-,184.2
CCN(Cc1nc2ccccc2c(=O)[nH]1)Cc1nc(-c2cccc(Br)c2)no1,[M-H]-,202.74
COCc1c(C(=O)Nc2ccc3c(c2)OCO3)sc2cccc(F)c12,[M-H]-,182.35
CC(OC(=O)c1ccc(S(=O)(=O)C(F)F)cc1)C(=O)NC1CCCc2ccccc21,[M+H]+,208.37
CCOc1ccc(C2CCCN2Cn2nc(-c3ccc(OC)cc3)n(C)c2=S)cc1,[M-H]-,211.41
CCCCC1(c2ccc(F)cc2)NC(=O)N(CC(=O)c2ccccc2F)C1=O,[M+Na]+,195.83
Cn1c(=O)[nH]c(=O)c2c1ncn2CC(O)c1ccccc1,[M+H]+,165.85
CCn1c(SCc2nc3ccsc3c(=O)[nH]2)nnc1-c1ccco1,[M+Na]+,185.98
COc1ccc(-c2nnc(SCc3cc(=O)oc4cc(C)ccc34)o2)cc1OC,[M+H]+,195.37
CCN(CC(=O)N1N=C(c2ccc(OC)cc2)CC1c1ccco1)Cc1nc2ccccc2c(=O)[nH]1,[M+H]+,225.18
Cc1cc(C(=O)OCC(=O)c2c(C)[nH]c3ccccc23)c(C)o1,[M+H]+,177.23
Cc1ccc(NC(=O)Cc2nc(CN(Cc3ccc(F)cc3)C3CC3)cs2)cc1,[M+Na]+,198.03
COc1ccc(CNCc2ccc(Oc3ccc(F)cc3)cc2)cc1O,[M-H]-,178.58
COc1ccc(C2=NN3C(C2)c2ccccc2OC32CCN(C)CC2)cc1OC,[M+H]+,202.21
CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)CNC(=O)c1ccc(OC(F)F)cc1,[M+Na]+,206.56
O=C(Nc1cccc(Cl)c1N1CCOCC1)c1cccc(N2CCCS2(=O)=O)c1,[M+Na]+,209.53
O=C(c1n[nH]c2ccccc12)N1CC=C(c2ccc(F)cc2)CC1,[M-H]-,179.73
COC(=O)C1=C(C)Nc2ncnn2C1c1cccc(O)c1,[M-H]-,163.11
Cn1c(-c2ccccc2Cl)nn(CN(Cc2cccs2)C2CCS(=O)(=O)C2)c1=S,[M-H]-,205.08
O=C(CC1SC(NC2CC2)=NC1=O)NCc1ccccc1,[M+H]+,174.05
Cc1cc2ncn(CCCC(=O)O)c2cc1C,[M+H]+,154.53
Cc1ccc(OCCOC(=O)C2=CN3CCS(=O)(=O)N=C3C=C2)cc1,[M+H]+,180.82
CS(=O)(=O)N1CCc2cc(C(=O)Nc3ccc4c(c3)OCCCO4)ccc21,[M+Na]+,209.87
COc1ccc(-c2nnn(CC(=O)NCc3ccco3)n2)cc1OC,[M+H]+,190.01
Cc1cc(C(=O)NCc2ccc(F)cc2)on1,[M-H]-,154.45
COc1ccc(CNC(=O)CC2(CC(=O)N3CCOCC3)CCCC2)cc1,[M+Na]+,194.29
COc1ccc(OC)c(C2CCCN2Cn2nc(C3CC3)n(C)c2=S)c1,[M+Na]+,199.19
CCN(CC(=O)NCc1ccc(F)cc1)Cn1nc(-c2cccs2)n(CC2CCCO2)c1=S,[M+H]+,216.55
CCS(=O)(=O)N1CCC(NC(=O)Cc2nc(-c3cccs3)oc2C)CC1,[M-H]-,207.66
CC(=O)c1oc2ccccc2c1NC(=O)CSc1nnc(-c2ccco2)n1C,[M+H]+,196.22
CC(c1cccs1)N(C)Cc1nc2ccsc2c(=O)[nH]1,[M+H]+,168.84
C#CCNC(=O)NCCc1ccccc1,[M+H]+,142.77
NC(=O)c1c(NC(=O)NC2CCCCC2)sc2c1CCC2,[M-H]-,179.77
O=C1NC2(CCOc3ccccc32)C(=O)N1CCN1C(=O)c2ccccc2C1=O,[M+H]+,192.06
O=C(Nc1nc(CN2CCOCC2)cs1)c1cn(-c2ccccc2)nc1-c1cccnc1,[M-H]-,220.23
COCc1ccc(C(=O)OC(C)C(=O)Nc2ccc3c(c2)OCCO3)cc1,[M+H]+,192.6
Fc1ccc(C2=CC(c3ccc4c(c3)OCO4)n3nnnc3N2)cc1,[M+Na]+,201.86
COc1ccc(-c2nnc3c4ccccc4ncn3c2=O)cc1,[M+H]+,167.89
O=S(=O)(Nc1nc2ccccc2nc1N1CCOCC1)c1ccccc1C(F)(F)F,[M+H]+,191.34
Cn1c(SCC(=O)Nc2cc(F)ccc2F)nnc1C(F)(F)F,[M-H]-,166.96
CCONC(=O)c1cc(-c2ccc(C)s2)nc2c1cnn2C(C)C,[M-H]-,193.41
CCC1CCC2(CC1)NC(=O)N(CN(C)Cc1ccccc1)C2=O,[M+Na]+,191.72
Cc1cc(C(=O)NCc2ccc(F)cc2)on1,[M+H]+,153.27
CCOc1ccccc1N1CCN(Cn2nc(-c3ccco3)oc2=S)CC1,[M-H]-,168.83
COCCn1c(=O)[nH]c(=O)c2c(C(F)(F)F)cc(-c3cccc(OC)c3)nc21,[M+H]+,184.85
CS(=O)(=O)c1ccc(Cl)c(C(=O)OCc2cc(Cl)c3c(c2)OCCO3)c1,[M+Na]+,189.52
Cc1nc2c3ccccc3nc(SC(C)C(=O)NC3CCCCCC3)n2n1,[M-H]-,188.39
COc1cc(-c2nnc(C(=O)CSc3nnc(-c4ccc5c(c4)OCO5)o3)o2)cc(OC)c1OC,[M-H]-,215.53
CC=CC=CC(=O)Nc1cccc(C(=O)OC)c1,[M+H]+,162.7
CC(C)C(NC(=O)N(C)Cc1nc2ccsc2c(=O)[nH]1)c1ccc(Cl)cc1,[M+H]+,192.49
COc1cccc2cc(C(=O)OCCN3CCOCC3)c(=O)oc12,[M+H]+,177.41
CCN(CC(=O)N1N=C(c2ccc(OC)cc2)CC1c1ccco1)Cc1nc2ccccc2c(=O)[nH]1,[M+Na]+,229.37
CCOc1ccc(CN(C)Cn2nc(-c3ccccc3F)n(-c3ccc(C)cc3)c2=S)cc1OC,[M-H]-,219.76
C=CCn1c(SCc2nc3ccccc3c(=O)[nH]2)nc2ccsc2c1=O,[M-H]-,192.07
CC(=O)c1ccccc1NC(=O)COc1ncnc2scc(-c3ccc(F)cc3)c12,[M+H]+,206.96
Cc1c(C(=O)OCc2nc3ccsc3c(=O)[nH]2)oc2ccccc12,[M+H]+,179.08
CCCCn1c(SCC(=O)c2ccc(F)cc2)n[nH]c1=O,[M+Na]+,184.17
Cn1c(=O)[nH]c(=O)c2c1ncn2CC(O)c1ccccc1,[M-H]-,165.38
Cc1cc(C(=O)Nc2cccc(C(=O)NC3CC3)c2)on1,[M-H]-,174.17
Cc1oc(-c2cccs2)nc1COC(=O)c1cccc(N2CCCS2(=O)=O)c1,[M+H]+,193.76
CCC(C)(C)C1CCC2(CC1)NC(=O)N(CN(C)Cc1ccc(OC)cc1OC)C2=O,[M+H]+,187.18
COC(=O)c1cccc(NC(=O)CSCc2cccs2)c1,[M-H]-,178.23
CCC(C)(C)C1CCC(NC(=O)Cn2c(S)nnc2-c2cccs2)CC1,[M+H]+,198.09
C#CCNC(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,[M+H]+,169.06
O=S(=O)(c1ccccc1C(F)(F)F)N(Cc1ccc2c(c1)OCO2)C1CCCC1,[M+Na]+,194.57
O=c1[nH]ncc(Br)c1Br,[M+H]+,128.02
CN(C)S(=O)(=O)c1cccc(NC(=O)c2c[nH]c3ccccc23)c1,[M+Na]+,190.33
COc1ccccc1C1C(C(=O)Nc2ccccc2)=C(C)Nc2ncnn21,[M+H]+,186.81
CCCCn1c(N)c(N(CCOC)C(=O)CCNC(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)[nH]c1=O,[M-H]-,224.33
CC(C)c1ccc(NC(=O)C2CC(=O)N(C3CC3)C2)cc1,[M+H]+,176.13
CCCCCCNC1=NS(=O)(=O)c2ccccc21,[M-H]-,165.07
O=c1[nH]c(CN2CCCC2c2cccs2)nc2ccsc12,[M-H]-,173.43
N#Cc1c2n(c(=O)n(CC(=O)N(CCc3ccccc3)Cc3cccs3)c1=O)CCC2,[M-H]-,198.08
NC1(C(=O)O)CC1,[M-H]-,135.6
C=CCNCC(O)COc1cc(Cl)ccc1Cl,[M+H]+,160.64
C[C@@H](O)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,[M+H]+,229.7
O=C(OCc1cc(Cl)c2c(c1)OCCO2)c1ccc(S(=O)(=O)NC2CC2)cc1,[M-H]-,209.68
CCOc1ccc2oc(C(=O)NC3CCCC3)c(C)c2c1,[M+H]+,175.23
CCc1ccccc1OC(C)C(=O)Nc1ccc(N2CCOCC2)cc1,[M+H]+,197.95
COCCN(C(=O)CCNC(=O)NC12CC3CC(CC(C3)C1)C2)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,[M-H]-,223.98
Cc1ccc(C2NC(N)=Nc3nc4ccccc4n32)c(C)c1,[M-H]-,172.36
CC(CCc1ccco1)NC(=O)Cn1[nH]c(=O)c2ccccc2c1=O,[M-H]-,182.74
COc1ccc(NC(=O)COC(=O)c2ccoc2)c(OC)c1,[M+H]+,170.22
CCCn1c(SCc2ncc(-c3cccc(Cl)c3)o2)n[nH]c1=O,[M+H]+,187.2
Cc1ccc(N2N=NC3CCC(C4=CCCC4)C32N2CCOCC2)cc1Cl,[M-H]-,204.95
CC(NC(=O)CCc1nc2ccccc2c(=O)[nH]1)C1CC1,[M+H]+,172.78
CCCc1cc(=O)[nH]c(SCC(=O)c2cc(C)ccc2C)n1,[M-H]-,174.77
CCCNC(=O)NC(=O)CSc1cc(Cl)ccc1Cl,[M+H]+,168.23
CCOC(=O)c1c(NC(=O)C(C)OC(=O)c2cc(C)no2)sc2c1CCC(C)C2,[M+Na]+,214.39
CCN1C(=O)C(=O)N(CC(=O)c2cc(C)sc2C)C1=O,[M+Na]+,184.94
CC1CCC2(CC1)NC(=O)N(CN(C)Cc1ccc(Br)cc1)C2=O,[M-H]-,197.94
CC(C)c1ccc(C2(C)NC(=O)N(CN3CCCC3c3nc4ccccc4s3)C2=O)cc1,[M+Na]+,216.65
N#Cc1ccc(OCC(=O)NCC(F)(F)F)cc1,[M+H]+,161.02
CC(NC(=O)Cc1nn(C)c(=O)c2ccccc12)c1ccc(F)cc1F,[M+H]+,181.8
CCSc1nnc(NC(=O)[C@@H](NC(=O)c2ccccc2Br)C(C)C)s1,[M+H]+,195.91
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O,[M+H]+,194.0
CCOCCOCc1cccc(Cn2c(=O)[nH]c3ccccc3c2=O)c1,[M+H]+,189.61
O=C1NCCCCC1Sc1nnc(Nc2ccccc2F)s1,[M+Na]+,185.36
CCOC(=O)N1CCN(C(=O)CNC(=O)c2cc(C)cc(C)c2)CC1,[M-H]-,197.23
Nc1nc(CN2CCCc3ccccc32)nc2ccccc12,[M+H]+,171.87
C=CCNC(=O)NC(=O)CN1C(=O)NC(C)(c2ccc(Cl)cc2Cl)C1=O,[M+H]+,189.57
O=C(CSc1nc2cc(Cl)ccc2o1)N1CCCC1,[M-H]-,172.57
NC(=O)C1Cc2ccccc2CN1C(=O)Cc1ccc2c(c1)CCC2,[M+Na]+,187.19
CC1(c2ccc3ccccc3c2)NC(=O)N(CN(Cc2ccncc2)C2CC2)C1=O,[M-H]-,199.15
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2[nH]1,[M-H]-,188.38
Cc1cc(C(F)(F)F)c2c(=O)n(C)c(=O)n(CC(C)C)c2n1,[M+H]+,162.73
COc1ccc(Nc2nnc(SC3CC(=O)N(c4cccc(Cl)c4C)C3=O)s2)cc1,[M+H]+,213.52
COc1ccc(OC)c(CN(C(=O)c2cnc3c(c2)c(=O)[nH]c(=O)n3C2CC2)C2CC2)c1,[M-H]-,206.68
COc1ccc(-c2csc(C3=C(N)N(CC(C)(C)CN(C)C)CC3=O)n2)cc1OC,[M+H]+,212.07
O=C(c1csc(-c2ccsc2)n1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,[M+Na]+,199.07
Cc1cc(C(=O)OCc2nnc(-c3ccc(Cl)cc3)o2)c(C)o1,[M+Na]+,194.79
CN(C)S(=O)(=O)c1cccc(C(=O)Oc2ccc(-c3ccc(C#N)cc3)cc2)c1,[M-H]-,200.76
Cc1cc2ncn(CN3CCN(S(=O)(=O)c4ccccc4)CC3)c2cc1C,[M-H]-,195.9
CONC(=O)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,[M-H]-,177.77
O=C(Nn1c(C2CCCO2)n[nH]c1=S)c1ccc(-n2cccn2)cc1,[M-H]-,188.94
CN(Cc1ccccc1Br)c1c(C#N)c(=O)n(C)c(=O)n1C,[M+Na]+,183.54
CCCN(CC(=O)c1cc(C)n(Cc2ccccc2)c1C)Cc1nnc(-c2cccs2)o1,[M+H]+,217.21
CN(C(=O)c1ccc(OC(F)F)cc1)c1nc2ccccc2s1,[M+H]+,174.94
O=C(O)/C=C/c1sc2ccccc2c1Cl,[M-H]-,154.67
CCCCn1c(=O)[nH]c(=O)c2c(C(F)(F)F)cc(-c3cccs3)nc21,[M-H]-,180.25
COC(=O)c1ccc(C)c(NC(=O)Cn2cnc3c(cnn3C)c2=O)c1,[M+Na]+,189.08
CCCN(CC1CC1)Cn1nc(-c2cc(Cl)ccc2OC)nc1S,[M+H]+,184.38
O=C(O)c1cc(F)ccc1NS(=O)(=O)c1cc(Br)ccc1Br,[M-H]-,172.08
CC1CC1C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,[M+H]+,169.37
CSCCC(C(=O)NCCc1c[nH]c2ccccc12)N1C(=O)C2CCCCC2C1=O,[M+H]+,193.9
CCSc1nnc(-c2ccccc2OC)n1-c1ccc(OC)cc1,[M+H]+,181.67
O=C(CCOc1ccccc1-c1ccccc1)N(Cc1nc2ccccc2c(=O)[nH]1)CC1CCCO1,[M+H]+,202.58
COc1ccc2c(C)c(CCC(=O)NC(C)C(C)C)c(=O)oc2c1,[M+Na]+,192.71
CCn1cc(C#N)c(=O)n(CC(O)c2ccccc2)c1=O,[M-H]-,173.32
O=C(NCc1ccc(-n2cccn2)nc1)C1CCN(C(=O)C2CC2)CC1,[M-H]-,208.14
Cc1ccnc2nc(C(=O)OCC(=O)NCC34CC5CC(CC(C5)C3)C4)nn12,[M+Na]+,197.3
COc1ccccc1-c1noc(COC(=O)c2cc(Cl)c[nH]2)n1,[M-H]-,180.13
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,[M+H]+,261.0581748
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,[M+Na]+,266.0379933
CN(C)NC(=O)CCC(=O)O,[M+Na]+,142.1967583
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,[M+Na]+,198.5933821
CC1(C)CCC[C@@]2(C)OC(=O)C=C12,[M+H]+,138.9284798
O=C(C=CC=Cc1ccccc1)CCc1ccccc1,[M+H]+,168.7256995
C=CCc1cc(OC)c(OC)c(OC)c1,[M+H]+,144.7647538
COc1cc(C=CC(=O)NCCc2ccc(O)cc2)ccc1O,[M+H]+,181.2849848
COc1cc(C=CC(=O)NCCc2ccc(O)cc2)ccc1O,[M+Na]+,191.6993906
COc1c(O)c(C)cc2c1C(=O)c1c(O)cccc1C2=O,[M+H]+,157.54954135
CC(C)=CCCC1(C)CCC2(C)C3CCC4(C)C(C)C(=O)CCC4C3(C)CCC2(C)C1,[M+H]+,211.3403406
COc1ccc2ccc(=O)oc2c1,[M+H]+,131.3901741
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,[M+H]+,233.956908
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,[M+Na]+,234.0231755
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,[M+NH4]+,234.9049335
CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,[M+Na]+,316.1991044
CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@H]1O,[M+Na]+,281.95453
COc1cc(O)c2c(c1)oc(=O)c1c3cc(O)c(O)cc3oc21,[M+H]+,167.9281871
CC1=CC23C(=O)C(C=C(CO)C(O)C2(O)C1O)C1C(CC3C)C1(C)C,[M+Na]+,190.1068536
O=C(O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,[M+Na]+,188.1188481
COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1,[M+H]+,235.3669477
COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,[M+H]+,167.4537974
COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,[M+Na]+,183.7506159
COc1c(C=CC(=O)c2ccc(O)cc2)ccc(O)c1O,[M+H]+,170.362418
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,[M+H]+,191.2557476
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,[M+Na]+,206.1727913
CC1(C)C=Cc2c(ccc3c2OC[C@@H](c2ccc(O)cc2O)C3)O1,[M+H]+,180.628133
COc1cc(O)cc(O)c1C(=O)/C=C/c1ccccc1,[M+H]+,164.0165577
COc1cc(O)cc(O)c1C(=O)/C=C/c1ccccc1,[M+Na]+,178.2783891
COc1cc2c(cc1OC)C(Cc1ccc(Oc3cc(CC4c5cc(OC)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2,[M+H]+,248.0346909
COc1cc2c(cc1OC)C(Cc1ccc(Oc3cc(CC4c5cc(OC)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2,[M+Na]+,246.7174031
COc1ccc(CC2c3cc(Oc4cc(CC5c6cc(OC)c(OC)cc6CCN5C)ccc4O)c(OC)cc3CCN2C)cc1,[M+H]+,242.9007843
COc1ccc(CC2c3cc(Oc4cc(CC5c6cc(OC)c(OC)cc6CCN5C)ccc4O)c(OC)cc3CCN2C)cc1,[M+Na]+,247.3184564
COc1ccc(CC2c3cc(Oc4cc(CC5c6cc(O)c(OC)cc6CCN5C)ccc4O)c(OC)cc3CCN2C)cc1,[M+H]+,238.3932051
COc1ccc(CC2c3cc(Oc4cc(CC5c6cc(O)c(OC)cc6CCN5C)ccc4O)c(OC)cc3CCN2C)cc1,[M+Na]+,237.1097972
COc1cc2c3c(c1OC)-c1ccccc1C[C@H]3N(C)CC2,[M+H]+,172.4151441
CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,[M+Na]+,227.0007483
CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,[M+Na]+,315.6309386
CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,[M+NH4]+,314.7292575
COc1ccc(C=Cc2cc(OC)cc(=O)o2)cc1,[M+H]+,163.3074845
COc1ccc(C=Cc2cc(OC)cc(=O)o2)cc1,[M+Na]+,187.0671499
COC1=CC(=O)O[C@@H](CCc2ccccc2)C1,[M+H]+,149.1110735
COC1=CC(=O)O[C@@H](CCc2ccccc2)C1,[M+Na]+,155.5145638
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O,[M+H]+,193.3330032
COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1C1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,[M+H]+,235.9924194
COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1C1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,[M+Na]+,245.1110961
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@]3(C)O[C@H]3[C@@H](O)[C@]12O,[M+Na]+,196.1627076
CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1=O,[M+H]+,149.5257404
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,[M+H]+,155.8892308
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,[M+Na]+,167.9127968
Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,[M+H]+,157.9768903
Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,[M+Na]+,160.1763082
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,[M+H]+,152.0282194
COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1OC,[M+Na]+,223.6883337
COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1OC,[M+NH4]+,222.4955349
O=C(Nc1nc(-c2ccc(O)c(O)c2)c(-c2ccccc2)s1)c1ccc(O)c(O)c1,[M+H]+,207.9133035
O=C(Nc1nc(-c2ccc(O)c(O)c2)c(-c2ccccc2)s1)c1ccc(O)c(O)c1,[M+Na]+,216.4357596
Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,[M+H]+,215.3417796
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,[M-H]-,262.3227788
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,[M+Na-2H]-,260.2377636
c1ccc2c(c1)Nc1ccccc1S2,[M-H]-,140.5386422
CN(C)NC(=O)CCC(=O)O,[M-H]-,135.8780749
Cn1cc(CC(N)C(=O)O)c2ccccc21,[M-H]-,157.3909725
O=C(C=CC=Cc1ccccc1)CCc1ccccc1,[M-H]-,178.1275954
COc1cc(C=CC(=O)NCCc2ccc(O)cc2)ccc1O,[M-H]-,176.3570681
COc1cc(C=CC(=O)NCCc2ccc(O)cc2)ccc1O,[M+Na-2H]-,171.6482216
COc1c(O)c(C)cc2c1C(=O)c1c(O)cccc1C2=O,[M-H]-,158.9371232
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,[M+Na-2H]-,224.0552204
CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,[M-H]-,310.8039717
CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@H]1O,[M-H]-,280.8653338
CCOC(=O)c1ccc(O)c(OC)c1,[M-H]-,144.1242072
COc1cc(O)c2c(c1)oc(=O)c1c3cc(O)c(O)cc3oc21,[M-H]-,168.6658664
CC1=CC23C(=O)C(C=C(CO)C(O)C2(O)C1O)C1C(CC3C)C1(C)C,[M-H]-,184.4073688
